query-id	corpus-id	score
"""as is"" clause with carveouts"	3b7eec78a4	0
"""as is"" clause with carveouts"	2b75e00c64	0
"""as is"" clause with carveouts"	11e2976b56	0
"""as is"" clause with carveouts"	37d763e0ca	0
"""as is"" clause with carveouts"	2de68c015e	0
"""as is"" clause with carveouts"	82c338e7b9	0
"""as is"" clause with carveouts"	df4e2e09ed	0
"""as is"" clause with carveouts"	2d54cf4aa5	0
"""as is"" clause with carveouts"	f27d0d2574	0
"""as is"" clause with carveouts"	c7d225613d	0
"""as is"" clause with carveouts"	4594bf4810	0
"""as is"" clause with carveouts"	fc0c7dfe18	0
"""as is"" clause with carveouts"	3c7796e932	0
"""as is"" clause with carveouts"	9cc5d7efc1	0
"""as is"" clause with carveouts"	c7637b4a9b	0
"""as is"" clause with carveouts"	5c56396159	0
"""as is"" clause with carveouts"	a6987c7fb7	0
"""as is"" clause with carveouts"	33f7ade5b5	0
"""as is"" clause with carveouts"	4738e1abcb	0
"""as is"" clause with carveouts"	3c5000eb8e	0
"""as is"" clause with carveouts"	f69cfc797a	0
"""as is"" clause with carveouts"	8274782e5f	0
"""as is"" clause with carveouts"	762e633a8a	0
"""as is"" clause with carveouts"	b420437f2d	0
"""as is"" clause with carveouts"	914601e410	0
"""as is"" clause with carveouts"	63b4b5d0c1	0
"""as is"" clause with carveouts"	43014723cd	0
"""as is"" clause with carveouts"	908cdc2bcf	0
"""as is"" clause with carveouts"	b7f08b70af	0
"""as is"" clause with carveouts"	e52813fee4	0
"""as is"" clause with carveouts"	86035d4c25	0
"""as is"" clause with carveouts"	148ccc0dec	0
"""as is"" clause with carveouts"	743fdc0432	0
"""as is"" clause with carveouts"	f571c9b18b	0
"""as is"" clause with carveouts"	f2419480e0	0
"""as is"" clause with carveouts"	cf56ba5325	0
"""as is"" clause with carveouts"	12f086b269	0
"""as is"" clause with carveouts"	f0e65edd8b	0
"""as is"" clause with carveouts"	d9e3479470	0
"""as is"" clause with carveouts"	4d4c36ab7b	0
"""as is"" clause with carveouts"	80b4a3ac19	0
"""as is"" clause with carveouts"	2c04cd1273	0
"""as is"" clause with carveouts"	6b1502ead3	0
"""as is"" clause with carveouts"	6614b3ea18	0
"""as is"" clause with carveouts"	da8af55143	0
"""as is"" clause with carveouts"	1433d5a1ae	0
"""as is"" clause with carveouts"	1774fd6d9b	0
"""as is"" clause with carveouts"	580e37f9f6	0
"""as is"" clause with carveouts"	248326e1f5	0
"""as is"" clause with carveouts"	fd17eb1b69	0
"""as is"" clause with carveouts"	6626672165	0
"""as is"" clause with carveouts"	6adc23dff1	0
"""as is"" clause with carveouts"	b2f06313cb	0
"""as is"" clause with carveouts"	68c3a66592	0
"""as is"" clause with carveouts"	7f883a8bfb	0
"""as is"" clause with carveouts"	0303beefa3	0
"""as is"" clause with carveouts"	019621b928	0
"""as is"" clause with carveouts"	14f99b2875	0
"""as is"" clause with carveouts"	a091e890b5	0
"""as is"" clause with carveouts"	a559de9888	0
"""as is"" clause with carveouts"	8b6d537b03	0
"""as is"" clause with carveouts"	d9dfe8ba57	0
"""as is"" clause with carveouts"	43fb80f56f	0
"""as is"" clause with carveouts"	a9c0d847c1	0
"""as is"" clause with carveouts"	43cccce3f1	0
"""as is"" clause with carveouts"	c2cfe09121	0
"""as is"" clause with carveouts"	49cacaadf2	0
"""as is"" clause with carveouts"	63e1275bcb	0
"""as is"" clause with carveouts"	a62bffbbbf	0
"""as is"" clause with carveouts"	d7f830f35f	0
"""as is"" clause with carveouts"	2ad49f792b	0
"""as is"" clause with carveouts"	aeb523518e	0
"""as is"" clause with carveouts"	7bdd337937	0
"""as is"" clause with carveouts"	90ade20bd7	0
"""as is"" clause with carveouts"	8a8d5a3c28	0
"""as is"" clause with carveouts"	b37e45b120	0
"""as is"" clause with carveouts"	37d54ded49	0
"""as is"" clause with carveouts"	b83bd25ee0	0
"""as is"" clause with carveouts"	415f0d6b0d	0
"""as is"" clause with carveouts"	623be89901	0
"""as is"" clause with carveouts"	52ecb1c08c	0
"""as is"" clause with carveouts"	a1c69eaea7	0
"""as is"" clause with carveouts"	db53cdc39c	0
"""as is"" clause with carveouts"	fc8b4d6efd	0
"""as is"" clause with carveouts"	f2c9e3719b	0
"""as is"" clause with carveouts"	8f5c231fa7	0
"""as is"" clause with carveouts"	78868b38fb	0
"""as is"" clause with carveouts"	b58ad7c78c	0
"""as is"" clause with carveouts"	459cfac55c	0
"""as is"" clause with carveouts"	ac18025f95	0
"""as is"" clause with carveouts"	97edbf1ea8	0
"""as is"" clause with carveouts"	666128344c	0
"""as is"" clause with carveouts"	b61427a1e1	0
"""as is"" clause with carveouts"	f45271966f	0
"""as is"" clause with carveouts"	283782f8ca	0
"""as is"" clause with carveouts"	cd5f276f4d	0
"""as is"" clause with carveouts"	34b8db995d	0
"""as is"" clause with carveouts"	e4e161a0ad	0
"""as is"" clause with carveouts"	ef8cd1d998	0
"""as is"" clause with carveouts"	a264ec97a7	0
"""as is"" clause with carveouts"	8e27e393e0	0
"""as is"" clause with carveouts"	9cadd164ca	0
"""as is"" clause with carveouts"	c3b27adcae	0
"""as is"" clause with carveouts"	0de8ae6ea1	0
"""as is"" clause with carveouts"	e15ea08b58	0
"""as is"" clause with carveouts"	a2ce90d7fd	0
"""as is"" clause with carveouts"	991caa3d21	0
"""as is"" clause with carveouts"	4ce5c83274	0
"""as is"" clause with carveouts"	5b305b1355	0
"""as is"" clause with carveouts"	3ee24769a4	0
"""as is"" clause with carveouts"	31e98dc2c4	0
"""as is"" clause with carveouts"	0e486427c7	0
"""as is"" clause with carveouts"	6adc2aede9	0
"""as is"" clause with carveouts"	4c30b6230e	0
"""as is"" clause with carveouts"	9b0fe2ded1	0
"""as is"" clause with carveouts"	2fa9b157fe	0
"""as is"" clause with carveouts"	75467d5e2c	0
"""as is"" clause with carveouts"	7e4f3ff3f1	0
"""as is"" clause with carveouts"	75823fa8c5	0
"""as is"" clause with carveouts"	e4bfe9e079	0
"""as is"" clause with carveouts"	ea3c32b165	0
"""as is"" clause with carveouts"	43fb36467e	0
"""as is"" clause with carveouts"	53c6a7adac	0
"""as is"" clause with carveouts"	3f82ff58a0	0
"""as is"" clause with carveouts"	aaa79591a7	0
"""as is"" clause with carveouts"	421ac6b894	0
"""as is"" clause with carveouts"	be344e4ef5	0
"""as is"" clause with carveouts"	bd63023a87	0
"""as is"" clause with carveouts"	1f2fb72f07	0
"""as is"" clause with carveouts"	54f055e3e6	0
"""as is"" clause with carveouts"	56219fb6a8	0
"""as is"" clause with carveouts"	e6abcb23ec	0
"""as is"" clause with carveouts"	30d9d9147b	0
"""as is"" clause with carveouts"	19a59ffa96	0
"""as is"" clause with carveouts"	5a83a70790	0
"""as is"" clause with carveouts"	22b2f7353d	0
"""as is"" clause with carveouts"	6c97789e68	0
"""as is"" clause with carveouts"	cd1d2fac9d	0
"""as is"" clause with carveouts"	bda0c85a9f	0
"""as is"" clause with carveouts"	5d8a1506bf	0
"""as is"" clause with carveouts"	69c4abdc30	0
"""as is"" clause with carveouts"	38a41872a8	0
"""as is"" clause with carveouts"	c4087667d7	0
"""as is"" clause with carveouts"	61eb96d460	0
"""as is"" clause with carveouts"	1609fb5c8c	0
"""as is"" clause with carveouts"	66372b6fcb	0
"""as is"" clause with carveouts"	0789e47864	0
"""as is"" clause with carveouts"	023c043b97	0
"""as is"" clause with carveouts"	6e546fe665	0
"""as is"" clause with carveouts"	9e15e0b3d4	0
"""as is"" clause with carveouts"	9b27aad720	0
"""as is"" clause with carveouts"	d1946531f9	0
"""as is"" clause with carveouts"	5c47e1fc70	0
"""as is"" clause with carveouts"	a73edc330b	0
"""as is"" clause with carveouts"	9fb34728d1	0
"""as is"" clause with carveouts"	c4c1883241	0
"""as is"" clause with carveouts"	72eee37838	0
"""as is"" clause with carveouts"	583a4604b3	0
"""as is"" clause with carveouts"	e547e84148	0
"""as is"" clause with carveouts"	e2ea384517	0
"""as is"" clause with carveouts"	c8d98553cd	0
"""as is"" clause with carveouts"	946f5fe772	0
"""as is"" clause with carveouts"	2f2f75a8b9	0
"""as is"" clause with carveouts"	ff9fbb100a	0
"""as is"" clause with carveouts"	a9eb0c56b5	0
"""as is"" clause with carveouts"	e83cd3c6e3	0
"""as is"" clause with carveouts"	c27f487298	0
"""as is"" clause with carveouts"	9767689235	0
"""as is"" clause with carveouts"	d1ec447660	0
"""as is"" clause with carveouts"	0568f138ec	0
"""as is"" clause with carveouts"	d4fe0f57d7	0
"""as is"" clause with carveouts"	43cef5eba7	0
"""as is"" clause with carveouts"	d86c268aa3	0
"""as is"" clause with carveouts"	5ff911fc62	0
"""as is"" clause with carveouts"	0f855c8588	0
"""as is"" clause with carveouts"	da6e5d97cb	0
"""as is"" clause with carveouts"	6f7e9c0535	0
"""as is"" clause with carveouts"	d459911d95	0
"""as is"" clause with carveouts"	290f4f75e9	0
"""as is"" clause with carveouts"	a6380b4de9	0
"""as is"" clause with carveouts"	75a0ab207e	0
"""as is"" clause with carveouts"	0957e5077d	0
"""as is"" clause with carveouts"	b62d77dff4	0
"""as is"" clause with carveouts"	900cd0775d	0
"""as is"" clause with carveouts"	408a36eab6	0
"""as is"" clause with carveouts"	f4f18fbcb1	0
"""as is"" clause with carveouts"	cd6c3b349c	0
"""as is"" clause with carveouts"	9c0de99a0e	0
"""as is"" clause with carveouts"	8a8180ba89	0
"""as is"" clause with carveouts"	40ff8f352d	0
"""as is"" clause with carveouts"	f6fae2eb74	0
"""as is"" clause with carveouts"	35af146459	0
"""as is"" clause with carveouts"	af2bcf9aad	0
"""as is"" clause with carveouts"	b044f61cb3	0
"""as is"" clause with carveouts"	43d3ecb52a	0
"""as is"" clause with carveouts"	3d41a58dba	0
"""as is"" clause with carveouts"	0b64b3d357	0
"""as is"" clause with carveouts"	3b1ad520c7	0
"""as is"" clause with carveouts"	c30b9c337f	0
"""as is"" clause with carveouts"	706c8375b6	0
"""as is"" clause with carveouts"	b6f54ecfd2	0
"""as is"" clause with carveouts"	271dd2ff3c	0
"""as is"" clause with carveouts"	56a8d4605d	0
"""as is"" clause with carveouts"	70a3072b73	0
"""as is"" clause with carveouts"	1136605378	0
"""as is"" clause with carveouts"	3c1fb420a2	0
"""as is"" clause with carveouts"	b7deb63ef1	0
"""as is"" clause with carveouts"	e2a7925d4c	0
"""as is"" clause with carveouts"	1c63f65f15	0
"""as is"" clause with carveouts"	dfeb20a896	0
"""as is"" clause with carveouts"	e1bc48f8c7	0
"""as is"" clause with carveouts"	7cd5b4c8ac	0
"""as is"" clause with carveouts"	556a25c954	0
"""as is"" clause with carveouts"	899341d0b7	0
"""as is"" clause with carveouts"	8cf3f2e93e	0
"""as is"" clause with carveouts"	331872b908	0
"""as is"" clause with carveouts"	f441e2cf46	0
"""as is"" clause with carveouts"	d295a90b51	0
"""as is"" clause with carveouts"	3e357f4fc3	0
"""as is"" clause with carveouts"	7a48f5509d	0
"""as is"" clause with carveouts"	d00eb657ac	0
"""as is"" clause with carveouts"	7863577753	0
"""as is"" clause with carveouts"	b9d640e24b	0
"""as is"" clause with carveouts"	0012758249	0
"""as is"" clause with carveouts"	fa57278a74	0
"""as is"" clause with carveouts"	f6053e0abf	0
"""as is"" clause with carveouts"	1f627e4584	0
"""as is"" clause with carveouts"	e0cb23f233	0
"""as is"" clause with carveouts"	21f81e9b9d	0
"""as is"" clause with carveouts"	eac963c67f	0
"""as is"" clause with carveouts"	ed47d74115	0
"""as is"" clause with carveouts"	3401cf21fa	0
"""as is"" clause with carveouts"	0527bbfbf3	0
"""as is"" clause with carveouts"	e5b0b37f77	0
"""as is"" clause with carveouts"	880b3c9ba8	0
"""as is"" clause with carveouts"	205dca9304	0
"""as is"" clause with carveouts"	5963bd4697	0
"""as is"" clause with carveouts"	8216b2b77d	0
"""as is"" clause with carveouts"	371640f666	0
"""as is"" clause with carveouts"	2f5e34261d	0
"""as is"" clause with carveouts"	8a2edd18df	0
"""as is"" clause with carveouts"	8608036efd	0
"""as is"" clause with carveouts"	e45fa60f05	0
"""as is"" clause with carveouts"	103c64bcff	0
"""as is"" clause with carveouts"	891a418a4e	0
"""as is"" clause with carveouts"	d49cdde069	0
"""as is"" clause with carveouts"	b634a95f24	0
"""as is"" clause with carveouts"	4a579b9fc7	0
"""as is"" clause with carveouts"	145385ab02	0
"""as is"" clause with carveouts"	68187ac5cf	0
"""as is"" clause with carveouts"	2bb77185ee	0
"""as is"" clause with carveouts"	9fe67f4e2d	0
"""as is"" clause with carveouts"	1442a17042	0
"""as is"" clause with carveouts"	af6284a655	0
"""as is"" clause with carveouts"	d4d1db6fd2	0
"""as is"" clause with carveouts"	15afad2f1b	0
"""as is"" clause with carveouts"	117166898f	0
"""as is"" clause with carveouts"	0c2fc61e84	0
"""as is"" clause with carveouts"	0d24d19635	0
"""as is"" clause with carveouts"	b58b76584c	0
"""as is"" clause with carveouts"	32e036b2de	0
"""as is"" clause with carveouts"	e9a8c53113	0
"""as is"" clause with carveouts"	79b57ecb7a	0
"""as is"" clause with carveouts"	0c4085976a	0
"""as is"" clause with carveouts"	a2dde741fc	0
"""as is"" clause with carveouts"	413fa4b177	0
"""as is"" clause with carveouts"	7b2980a8f4	0
"""as is"" clause with carveouts"	513aea8b3c	0
"""as is"" clause with carveouts"	b399a87d3a	0
"""as is"" clause with carveouts"	41700487ce	0
"""as is"" clause with carveouts"	48eeb28f51	0
"""as is"" clause with carveouts"	ca2778c15c	0
"""as is"" clause with carveouts"	0e614a977e	0
"""as is"" clause with carveouts"	d32db3c7bd	0
"""as is"" clause with carveouts"	a815951605	0
"""as is"" clause with carveouts"	386c095c87	0
"""as is"" clause with carveouts"	d8f501575b	0
"""as is"" clause with carveouts"	2ecb51dd93	0
"""as is"" clause with carveouts"	4a71d57466	0
"""as is"" clause with carveouts"	50c158d419	0
"""as is"" clause with carveouts"	20711a4616	0
"""as is"" clause with carveouts"	3845fbd9da	0
"""as is"" clause with carveouts"	b8771bc7e5	0
"""as is"" clause with carveouts"	fd150fb38c	0
"""as is"" clause with carveouts"	15a02d5a85	0
"""as is"" clause with carveouts"	8d4765ea30	0
"""as is"" clause with carveouts"	2a8bcdf174	0
"""as is"" clause with carveouts"	28876b791a	0
"""as is"" clause with carveouts"	160c1d3500	0
"""as is"" clause with carveouts"	be94fc05a6	0
"""as is"" clause with carveouts"	c736ff8432	0
"""as is"" clause with carveouts"	b508fe8998	0
"""as is"" clause with carveouts"	966d375dc6	0
"""as is"" clause with carveouts"	550e354ff7	0
"""as is"" clause with carveouts"	cbf7e93c77	0
"""as is"" clause with carveouts"	4b58cbb67b	0
"""as is"" clause with carveouts"	8d1007ca07	0
"""as is"" clause with carveouts"	9341782285	0
"""as is"" clause with carveouts"	e79fcf81ba	0
"""as is"" clause with carveouts"	6565a646bc	0
"""as is"" clause with carveouts"	1949445824	0
"""as is"" clause with carveouts"	435642670c	0
"""as is"" clause with carveouts"	70842641b8	0
"""as is"" clause with carveouts"	0e90fe3df4	0
"""as is"" clause with carveouts"	0ae8d41a81	0
"""as is"" clause with carveouts"	ae0ef4b8ec	0
"""as is"" clause with carveouts"	0a6c5c7086	0
"""as is"" clause with carveouts"	ff82d6a79d	0
"""as is"" clause with carveouts"	d268f0f819	0
"""as is"" clause with carveouts"	e9a38f7fe3	0
"""as is"" clause with carveouts"	fc9efa2b92	0
"""as is"" clause with carveouts"	c20e812969	0
"""as is"" clause with carveouts"	9a16121c82	0
"""as is"" clause with carveouts"	0c9d81e19d	0
"""as is"" clause with carveouts"	5c90d9a5b2	0
"""as is"" clause with carveouts"	6eb3779caa	0
"""as is"" clause with carveouts"	4a47618949	0
"""as is"" clause with carveouts"	1cc3dfb677	0
"""as is"" clause with carveouts"	95da63e36b	0
"""as is"" clause with carveouts"	cd46866b08	0
"""as is"" clause with carveouts"	9745cfa80b	0
"""as is"" clause with carveouts"	555c8639d5	0
"""as is"" clause with carveouts"	5578287bd2	0
"""as is"" clause with carveouts"	0b5e28abad	0
"""as is"" clause with carveouts"	8d4cff6597	0
"""as is"" clause with carveouts"	737b202f17	0
"""as is"" clause with carveouts"	69d4c9c630	0
"""as is"" clause with carveouts"	70b507bafc	0
"""as is"" clause with carveouts"	388e358881	0
"""as is"" clause with carveouts"	9272f9ce5d	0
"""as is"" clause with carveouts"	f70d78bb81	0
"""as is"" clause with carveouts"	2d9671a4db	0
"""as is"" clause with carveouts"	cf5f3fe034	0
"""as is"" clause with carveouts"	a2b389ad3c	0
"""as is"" clause with carveouts"	a2aaa1ecbf	0
"""as is"" clause with carveouts"	60590ccf1b	0
"""as is"" clause with carveouts"	f27f7d4ee9	0
"""as is"" clause with carveouts"	d9e206dc20	0
"""as is"" clause with carveouts"	403d616a51	0
"""as is"" clause with carveouts"	1e0b9ee800	0
"""as is"" clause with carveouts"	180df002ff	0
"""as is"" clause with carveouts"	bfc3c8d3b4	0
"""as is"" clause with carveouts"	5bc813a487	0
"""as is"" clause with carveouts"	d3de1e73c4	0
"""as is"" clause with carveouts"	fb71ec24fc	0
"""as is"" clause with carveouts"	2b7c0a76e0	0
"""as is"" clause with carveouts"	6f08489b78	0
"""as is"" clause with carveouts"	9395f5ca02	0
"""as is"" clause with carveouts"	8090107c01	0
"""as is"" clause with carveouts"	9f37fbeded	0
"""as is"" clause with carveouts"	d2dcfaaa7c	0
"""as is"" clause with carveouts"	aafc5b5cfb	0
"""as is"" clause with carveouts"	a348d0fd25	0
"""as is"" clause with carveouts"	347b8bdc9d	0
"""as is"" clause with carveouts"	df5a957810	0
"""as is"" clause with carveouts"	b9ec6331bf	0
"""as is"" clause with carveouts"	064fcaf0c7	0
"""as is"" clause with carveouts"	6617ec11bc	0
"""as is"" clause with carveouts"	adb92d0221	0
"""as is"" clause with carveouts"	7feacf2d86	0
"""as is"" clause with carveouts"	0f2ab09952	0
"""as is"" clause with carveouts"	2710bc1c9e	0
"""as is"" clause with carveouts"	0e6cde39da	0
"""as is"" clause with carveouts"	c81e17c4e7	0
"""as is"" clause with carveouts"	714c263393	0
"""as is"" clause with carveouts"	88ae8f1ede	0
"""as is"" clause with carveouts"	62d5904106	0
"""as is"" clause with carveouts"	e48cb7f8da	0
"""as is"" clause with carveouts"	30ce146e0e	0
"""as is"" clause with carveouts"	600551b417	0
"""as is"" clause with carveouts"	92b36dda43	0
"""as is"" clause with carveouts"	6487e69608	0
"""as is"" clause with carveouts"	56c10601bc	0
"""as is"" clause with carveouts"	b4fe1784ec	0
"""as is"" clause with carveouts"	3a49287df3	0
"""as is"" clause with carveouts"	6f3067e8f4	0
"""as is"" clause with carveouts"	5d5b56b7ea	0
"""as is"" clause with carveouts"	15bc524821	0
"""as is"" clause with carveouts"	a86a18e986	0
"""as is"" clause with carveouts"	efa699df91	0
"""as is"" clause with carveouts"	916a0f9360	0
"""as is"" clause with carveouts"	c62a422ab0	0
"""as is"" clause with carveouts"	fff526054b	0
"""as is"" clause with carveouts"	8513e1dfdf	0
"""as is"" clause with carveouts"	00fb1c6cd5	0
"""as is"" clause with carveouts"	b5d9aa2bc9	0
"""as is"" clause with carveouts"	35fdce112a	0
"""as is"" clause with carveouts"	c47f7fd2a6	0
"""as is"" clause with carveouts"	8f99bc017d	0
"""as is"" clause with carveouts"	941873354c	0
"""as is"" clause with carveouts"	457a16c916	0
"""as is"" clause with carveouts"	4f50565c80	0
"""as is"" clause with carveouts"	486647a181	0
"""as is"" clause with carveouts"	e10a277978	0
"""as is"" clause with carveouts"	e8f332dd60	0
"""as is"" clause with carveouts"	def23ca97a	0
"""as is"" clause with carveouts"	3718666d25	0
"""as is"" clause with carveouts"	9867b589e1	0
"""as is"" clause with carveouts"	180dacd460	0
"""as is"" clause with carveouts"	ef32c5c6b6	0
"""as is"" clause with carveouts"	722b8eda41	0
"""as is"" clause with carveouts"	f57bdb09d4	0
"""as is"" clause with carveouts"	d0d35a898e	0
"""as is"" clause with carveouts"	d10c37b5e8	0
"""as is"" clause with carveouts"	b0b7773294	0
"""as is"" clause with carveouts"	22f5aa5249	0
"""as is"" clause with carveouts"	61d8d21dc1	0
"""as is"" clause with carveouts"	46763d09bb	0
"""as is"" clause with carveouts"	81a629331d	0
"""as is"" clause with carveouts"	4e7d965201	0
"""as is"" clause with carveouts"	d3a85ae946	0
"""as is"" clause with carveouts"	cf623347dd	0
"""as is"" clause with carveouts"	151a1365a5	0
"""as is"" clause with carveouts"	704e883c95	0
"""as is"" clause with carveouts"	cd07cade66	0
"""as is"" clause with carveouts"	a348519c37	0
"""as is"" clause with carveouts"	bd233e2ef7	0
"""as is"" clause with carveouts"	f3e0290328	0
"""as is"" clause with carveouts"	742e50c74f	0
"""as is"" clause with carveouts"	3bcf574850	0
"""as is"" clause with carveouts"	887b1b8220	0
"""as is"" clause with carveouts"	68db960c7d	0
"""as is"" clause with carveouts"	04a5369502	0
"""as is"" clause with carveouts"	a60431e489	0
"""as is"" clause with carveouts"	786d5f6160	0
"""as is"" clause with carveouts"	397ef302ae	0
"""as is"" clause with carveouts"	a39b06fde2	0
"""as is"" clause with carveouts"	107875f671	0
"""as is"" clause with carveouts"	6da3d60e45	0
"""as is"" clause with carveouts"	111c203d26	0
"""as is"" clause with carveouts"	9872b55374	0
"""as is"" clause with carveouts"	666524a0b1	0
"""as is"" clause with carveouts"	f0c4f84366	0
"""as is"" clause with carveouts"	aee95155a9	0
"""as is"" clause with carveouts"	69e8174bd7	0
"""as is"" clause with carveouts"	46e8a92601	0
"""as is"" clause with carveouts"	03f3db25ff	0
"""as is"" clause with carveouts"	0fc64e5536	0
"""as is"" clause with carveouts"	9281f5c9f6	0
"""as is"" clause with carveouts"	ad1afd2eb7	0
"""as is"" clause with carveouts"	f8d15f5740	0
"""as is"" clause with carveouts"	a5a68dbd19	0
"""as is"" clause with carveouts"	55bdaba843	0
"""as is"" clause with carveouts"	c69df1048b	0
"""as is"" clause with carveouts"	9f25528400	0
"""as is"" clause with carveouts"	6d6a5f06a3	0
"""as is"" clause with carveouts"	5e7d660d1f	0
"""as is"" clause with carveouts"	92eac8b0cb	0
"""as is"" clause with carveouts"	a68dbd5c08	0
"""as is"" clause with carveouts"	5bf3b4ee4e	0
"""as is"" clause with carveouts"	7d794bcb01	0
"""as is"" clause with carveouts"	d97bc971c4	0
"""as is"" clause with carveouts"	dfd6728aed	0
"""as is"" clause with carveouts"	126bb06b0f	0
"""as is"" clause with carveouts"	faf54fcbb3	0
"""as is"" clause with carveouts"	1474c047ef	0
"""as is"" clause with carveouts"	ff12489400	0
"""as is"" clause with carveouts"	e8e8dc9a2f	0
"""as is"" clause with carveouts"	b661087edb	0
"""as is"" clause with carveouts"	d3d5bae497	0
"""as is"" clause with carveouts"	46fa67c9e0	0
"""as is"" clause with carveouts"	5aac5637ce	0
"""as is"" clause with carveouts"	2f76a02aa3	0
"""as is"" clause with carveouts"	5eab4d354e	0
"""as is"" clause with carveouts"	12ad5ec8ff	0
"""as is"" clause with carveouts"	5bec008d54	0
"""as is"" clause with carveouts"	fa27e2d994	0
"""as is"" clause with carveouts"	ada8e4ca9d	0
"""as is"" clause with carveouts"	93da9b2e85	0
"""as is"" clause with carveouts"	dbd7ea8fe9	0
"""as is"" clause with carveouts"	0c3ffb1aff	0
"""as is"" clause with carveouts"	8aa6970f9f	0
"""as is"" clause with carveouts"	c7680d0d46	0
"""as is"" clause with carveouts"	51f38a99a1	0
"""as is"" clause with carveouts"	d870c28b31	0
"""as is"" clause with carveouts"	d14c22b4db	0
"""as is"" clause with carveouts"	810ec06c74	0
"""as is"" clause with carveouts"	06d2a231d4	0
"""as is"" clause with carveouts"	9760b1dfc2	0
"""as is"" clause with carveouts"	a9e281b397	0
"""as is"" clause with carveouts"	9f01a51950	0
